Wdft_RegionIdentifier,Census_IsTouchEnabled,Census_IsSecureBootEnabled,IsSxsPassiveMode,Census_MDC2FormFactor,Census_OSWUAutoUpdateOptionsName,OsSuite,Census_IsPortableOperatingSystem,Census_ActivationChannel,Census_OSArchitecture,AutoSampleOptIn,Census_GenuineStateName,Census_IsPenCapable,Processor,ProductName,Census_PrimaryDiskTypeName,Platform,HasTpm,MachineIdentifier,Census_HasOpticalDiskDrive,SkuEdition,IsBeta,OsPlatformSubRelease,Census_FlightRing,Census_OSInstallTypeName,Census_DeviceFamily,SmartScreen,HasDetections
10.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,1c075cc9356c665cea5a6c93f7881e5d,0,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,Warn,0
10.0,0,1,0,AllInOne,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,99d1992e326d87b93058793ff4aeb3f3,0,Home,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
6.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,92576c5815b73c703339037dc79c5ddf,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,e61683aa96734cda70425195ee93da01,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,6118bf10c036d208dc31e4049dc916fb,0,Home,0,rs4,Retail,Clean,Windows.Desktop,ExistsNotSet,0
11.0,1,1,0,Detachable,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,2524de68af74cf4928117c3ceaa329c4,0,Pro,0,rs1,Retail,Other,Windows.Desktop,RequireAdmin,0
11.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,4d7e44317fb2b2f670b15e149116c536,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,6be11831c72e524ad46103b2827be3c5,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
1.0,1,1,0,Detachable,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,83cccf0dc04fa24812b986e3c94865f0,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
1.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,677399ec2d535d8c6e83aa1ea6589926,0,Home,0,rs3,Retail,Refresh,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7d5fe89a1507f1251cdb0f4aab17f877,0,Pro,0,rs4,Retail,Clean,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,ad616c2dea8fff3bc1b8090bc19edcaa,0,Pro,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,1
1.0,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,ddb1f6026e47d574b8cf9bd07e640eb8,0,Home,0,rs4,Retail,Update,Windows.Desktop,Warn,0
10.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,OFFLINE,0,x64,win8defender,UNKNOWN,windows10,1,778e23ad1b766176247054f03d975fd1,0,Pro,0,rs1,Retail,IBSClean,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,732530c36cd5bf3fcd80a736df3e9a33,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,0
1.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,cd5c6acfea52dd1dd5418cb0beb88b14,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,1
15.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,6a4dd98a3f2be56dfc92dceaed3a1b94,0,Pro,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Desktop,AutoInstallAndRebootAtMaintenanceTime,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,Unspecified,windows10,1,bcd057c8ce71f9f63cc7282b7280bb7a,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
7.0,0,0,0,Desktop,UNKNOWN,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,f6b458255f1881883f9db37b1716746d,0,Pro,0,rs4,Unknown,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,5bd8c4b47421fed9e473d8e9d72c1b2d,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
1.0,1,1,0,Convertible,Notify,768,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,HDD,windows10,1,9b9f59c31efcd098fe544090fd6fa75b,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
7.0,1,1,0,Detachable,UNKNOWN,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,0b2c8301f70db6f73fd349ec880c4f78,0,Pro,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,0
3.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,Unspecified,windows10,1,e524d97379ee8576359919d1850c3780,0,Home,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,1
11.0,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,4efb4dfae49c73747c35093819cb0dd7,1,Pro,0,rs2,Retail,Update,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,PCOther,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,39cfe4a2a5262acaa67915f194e66633,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,AllInOne,Notify,768,0,OEM:DM,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,104051f2f56bb040c1682ce197e95f53,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
2.0,1,1,0,Desktop,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,4f5642db2342440718871dce247ddd55,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,de823681142b0116ca3d195ec08f64fd,0,Home,0,rs4,Retail,Update,Windows.Desktop,RequireAdmin,1
11.0,1,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,f972824a3f484a403b9b79fe0e25b4e4,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
3.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,878bac6c22196760f2b50894e66256db,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,593b6663964b2e61dae6965ae1ee4ad9,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
7.0,1,1,0,Convertible,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,cc80f56877579cb4ef48229c852a14fa,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ae7a9ff76a2f42767e1a415db24d41e1,0,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,Warn,0
13.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,bf3c14e2011b76eb0ca71a024d6e0cf0,0,Home,0,th2,Retail,Other,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,71d42d50f0fc716bcdad11fbb0ed93f0,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,f011973c68c524a258a49cf6cc1e10f1,0,Home,0,rs2,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ed98d95ad39355e3e43729f42a4bbe68,0,Home,0,rs3,Retail,Update,Windows.Desktop,Off,1
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,e6585b853c70cccd9eedab34979eae4c,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,1,1,0,Notebook,Off,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,435a87cc89940cb6ffdcece0f1ce902e,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,Notebook,FullAuto,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,5883eadf0290b1f0a9e8a750a289b6a7,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,UNKNOWN,windows10,1,cfd9ea9b61dc056f3ee43105c7c40bad,0,Pro,0,rs4,Retail,Refresh,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,5d40a5423b88cd731233ef31cf9e2dc3,0,Home,0,th1,NOT_SET,Other,Windows.Desktop,RequireAdmin,1
15.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,6cb9d04f619586c535e535d0d3361505,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,0,0,0,Desktop,FullAuto,256,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,f58eb7e57de7fb2d9bce0a0dbae2d5cc,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,acd603f546fea7d6dde675634172531b,0,Home,0,rs1,Retail,Other,Windows.Desktop,RequireAdmin,1
11.0,1,1,0,Detachable,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b4a2292c047da8dd6446625f4ffbd064,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8896fe8f07764df32b9c76f57a415a98,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Notebook,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,ad71205aa3746427ad839e58914a499d,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
9.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,92ab34ca5ab9b66b6f76b1e448892762,0,Home,0,rs4,Retail,CleanPCRefresh,Windows.Desktop,ExistsNotSet,1
13.0,0,0,0,PCOther,UNKNOWN,256,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,beb36a0e1fbb845a916bfd3964070d18,0,Enterprise LTSB,0,rs1,Retail,IBSClean,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,46541e7cb62c18c7f163f0dd55291a94,0,Home,0,rs1,Retail,Reset,Windows.Desktop,RequireAdmin,0
7.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,3213713f816244d847e12cde12fae806,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
7.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,f8259c5a1b729ab7c3ede27e17cee07a,0,Home,0,rs4,Retail,Refresh,Windows.Desktop,RequireAdmin,1
1.0,0,0,0,Desktop,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,2e06b473cd0b39b87bea05df13dfd588,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,FullAuto,256,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,beefc37ecae30d0a82bea95f67b28fda,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,AllInOne,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,f397de2cb17f35b459678093c07e3604,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
8.0,0,1,0,Detachable,FullAuto,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,7266579f8807d325e32557c24b067824,0,Home,0,rs4,Retail,CleanPCRefresh,Windows.Desktop,RequireAdmin,0
9.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b7a0033c4fba01791e33bf00ae118770,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,1
5.0,0,0,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,580fe829126d88b4043119abc477ea56,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,913110255b21c284e94a60171d7cea0f,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,Off,0
11.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,f0c8f5b6b3b2cf8fcdb3586c373a6c32,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Desktop,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,22f43c29369ae8f5fdd8eeadacabb946,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
13.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0e1d8269aa3837feaf8c06eb18eb354a,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,67bb8a70adfbb26463106e683c487c05,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,46762a4c4e351dfef84775b7b3c0012c,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
7.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,2dd8a98582f690ae60a4fd6372943278,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d7bd27930cee0b6a30ad9d1ad3e08b31,1,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d46fdbb0dfd5f63c7d3de03bb2963d16,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
8.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7999034a48f672a2c33e28b37746db37,1,Home,0,th2,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,597b6e516dc22daa79f294d0fc66cb82,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
1.0,1,0,0,Convertible,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9511b0a60dfdd818e034306765bee499,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
13.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9df80568de574852418192b2856b83c4,0,Home,0,rs2,Retail,Reset,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,5da7a4404d7f3786bf49daed215cf7d8,0,Pro,0,th2,Retail,IBSClean,Windows.Desktop,RequireAdmin,1
2.0,0,0,0,Desktop,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,27ee54fe4335b3221f3b086df5a6b98a,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Desktop,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,7fc50fb17d5b8fbe73a66d8d9a333d69,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,6a2626ac2ab5c3d84e2002d9400076d1,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,954ba47996b7635c1809f23b600afcac,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
7.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,5831040009034511b90d2937e698a576,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,c774db83a3385e4523011f01201e73e9,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
8.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,f819b389e700749e2acefa83d93fae5a,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Desktop,UNKNOWN,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,2b3a90e8bca18640d38965dbd2043d3a,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,1,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c64a198ea28340161be2675a3661d9ea,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,666f76f76a4550491d025955df669410,0,Pro,0,rs1,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
8.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a1c02f36986b3be02bc4cc241bdad71a,0,Home,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,76b6d4bd23aa1ccebf8e3e84706a6038,1,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
15.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,13f06274a0f5313c3cb5bbd73a19210a,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,1,1,0,Convertible,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,cfffe4f29c46c36b127233311281af31,0,Home,0,rs4,Retail,Refresh,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,fe2da04ac9f2ce489f2b224f5341ba1f,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,Warn,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,9b16092c05a8474034afd37299622016,0,Home,0,rs4,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
10.0,1,1,0,Convertible,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,9ff1687f800fac4bbff6dc5d0b4e510f,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,25e76bde806b142a7a43462892f9e5e5,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
7.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,9c6c6abb6784602740ed67d63534fdf5,0,Home,0,th2,Retail,Update,Windows.Desktop,RequireAdmin,0
7.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,03e2788cb138a73b76e41719931539e0,0,Home,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,0
11.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,bd8527b0391d4e2af3cacb5aa9646388,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
15.0,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,a5c43fa329e7e25fa5fc1d9e1c9c09c5,1,Pro,0,rs1,Retail,Update,Windows.Desktop,Prompt,1
10.0,0,1,0,AllInOne,UNKNOWN,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4b978b8f56d171b9abbba360232e463d,0,Pro,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,1
7.0,1,0,0,Convertible,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,0c34d453a74244c0cfd860a0c01b1939,0,Pro,0,rs4,Retail,Other,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,89e40d978e7dd71823452e6ba5a6fe81,0,Pro,0,rs4,Retail,Update,Windows.Desktop,ExistsNotSet,1
11.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,828ba600257979b898df85d12ba450f8,0,Home,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,0
7.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,7d64f22f002c4c1e85f487e3c3b53f61,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
3.0,0,1,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,78472f4b4a9d54f4b6d598f65edc3da2,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,c2e6056228ef7558079f28280dccc319,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
10.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,de8a363af1c8edfcd83a6bc3683ec4a5,0,Pro,0,th1,NOT_SET,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,1f4d4848dd3f8e99e4da2e706667df79,0,Pro,0,rs4,Retail,CleanPCRefresh,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,2af0ca8492d194dcbf5676a51880f69c,0,Home,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,0
